ID,Name,Rating,Price,SkillsMoves,WeakFoot,Pace,Shooting,Passing,Dribbling,Defending,Phyiscality,Popularity,BaseStats,InGameStats,Revision,Position,WorkRate,Height,Club,Country,League,NationPic,ClubPic,PlayerPic
85,Harry Kane,93,209K,3,4,80,95,86,87,51,87,89kg),1927,486,2357,TIF,ST,H\H,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/18.png,https://cdn.futbin.com/content/fifa20/img/players/p167974286.png?v=22,,
86,Kylian Mbappé,93,2.68M,5,4,99,91,86,94,44,81,73kg),1536,495,2331,TIF,ST,H\L,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/p184781123.png?v=22,,
87,Luís Figo,93,1.53M,4,4,94,93,91,94,42,81,75kg),167,495,2371,Icon,RW,H\L,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246503.png?v=22,,
88,Marcel Desailly,93,1.1M,2,3,84,62,75,75,92,92,81kg),142,480,2225,Icon,CDM,H\H,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246479.png?v=22,,
89,Peter Schmeichel,93,600K,2,3,95,90,91,96,54,93,92kg),209,519,-,Icon,GK,M\M,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/13.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246532.png?v=22,,
90,Rivaldo,93,1.17M,4,2,90,95,90,95,46,80,75kg),126,496,2392,Icon,CAM,M\L,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246477.png?v=22
91,Gary Lineker,93,927K,3,4,90,97,75,88,37,77,74kg),167,464,2242,Icon,ST,H\L,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246522.png?v=22
92,Bobby Moore,93,524K,2,3,71,65,88,80,96,87,73kg),109,487,2383,Icon,CB,M\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246515.png?v=22
93,Ruud van Nistelrooy,93,795K,3,4,89,94,75,87,38,85,80kg),200,468,2250,Icon,ST,H\L,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246478.png?v=22
94,Clarence Seedorf,93,1.76M,4,4,85,90,91,89,72,87,77kg),404,514,2471,Icon,CM,H\M,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246491.png?v=22
95,Dennis Bergkamp,93,1.34M,4,4,86,96,87,95,39,79,78kg),803,482,2357,Icon,CF,M\M,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246529.png?v=22
96,Sócrates,93,2.03M,4,5,87,95,93,94,47,87,79kg),259,503,2430,Icon,CAM,H\L,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246517.png?v=22
97,Steven Gerrard,93,1.23M,3,3,83,92,92,90,78,87,83kg),283,522,2503,Icon,CM,H\M,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246482.png?v=22
98,Roberto Carlos,93,1.6M,3,2,94,89,88,83,88,88,69kg),228,530,2550,Icon,LB,H\H,"168cm|5'6""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246533.png?v=22
99,Andriy Shevchenko,93,1.01M,3,4,91,95,75,90,36,80,72kg),301,467,2270,Icon,ST,H\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/49.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246474.png?v=22
100,Hristo Stoichkov,93,1.84M,4,3,93,95,90,94,52,88,73kg),368,512,2482,Icon,ST,M\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/9.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246509.png?v=22
101,Ronald Koeman,93,1.37M,3,3,80,90,92,83,93,88,82kg),385,526,2572,Icon,CB,H\M,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p247302.png?v=22
102,Emilio Butragueño,93,2.93M,3,5,95,94,83,93,42,72,68kg),420,479,2343,Icon,ST,M\L,"168cm|5'6""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246518.png?v=22
103,Sánchez,93,1.38M,3,4,93,95,83,93,46,78,73kg),302,488,2375,Icon,ST,H\M,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/83.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p247548.png?v=22
104,Pavel Nedvěd,93,1.83M,4,5,88,91,93,94,62,84,72kg),633,512,2451,Icon,CAM,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/12.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246496.png?v=22
105,Kenny Dalglish,93,3.58M,4,5,92,95,80,92,42,75,73kg),552,476,2329,Icon,ST,H\M,"173cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/42.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p247702.png?v=22
106,Alessandro Nesta,93,650K,2,3,74,43,68,70,96,90,79kg),110,441,2027,Icon,CB,M\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246499.png?v=22
107,Miroslav Klose,93,840K,3,4,90,93,80,85,42,83,74kg),371,473,2278,Icon,ST,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246540.png?v=22
108,Michael Ballack,93,1.69M,4,4,85,93,91,86,83,89,85kg),244,527,2507,Icon,CM,M\H,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246502.png?v=22
109,Raúl,93,1.67M,4,4,91,94,84,92,48,77,68kg),357,486,2361,Icon,CF,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246505.png?v=22
110,Didier Drogba,93,2.29M,4,4,93,95,81,87,48,94,91kg),606,498,2387,Icon,ST,H\H,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/108.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p247694.png?v=22
111,Robert Lewandowski,93,223K,4,4,83,94,80,90,45,87,80kg),1009,479,2332,TIF,ST,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/37.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/p201515137.png?v=22
112,Sergio Ramos,93,819.6K,3,3,89,83,80,83,90,88,82kg),3891,513,2493,Player Moments SBC,RB,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/p134373590.png?v=22
113,Virgil van Dijk,93,1.25M,2,5,81,64,76,75,94,90,92kg),647,480,2237,FUT Birthday,CB,M\M,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/p201529968.png?v=22
114,Carles Puyol Saforcada,92,449K,2,3,70,45,68,58,94,90,80kg),107,425,2016,Icon,CB,M\H,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/238384.png?v=22
115,Luís Figo,92,799K,4,4,92,88,89,92,41,80,75kg),223,482,2283,Icon,RW,H\L,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/5589.png?v=22
116,Alessandro Del Piero,92,790K,4,5,83,92,89,92,43,67,74kg),313,466,2265,Icon,CF,M\M,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/238382.png?v=22
117,Gary Lineker,92,388K,3,4,88,91,73,86,36,76,74kg),372,450,2161,Icon,ST,H\L,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/214267.png?v=22
118,Bobby Moore,92,339K,2,3,68,64,83,78,93,85,72kg),72,471,2318,Icon,CB,M\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/190044.png?v=22
119,Emilio Butragueño,92,1.77M,3,5,94,90,80,92,41,68,68kg),630,465,2245,Icon,ST,M\L,"168cm|5'6""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/191695.png?v=22
120,Fabio Cannavaro,92,827K,2,3,80,43,63,68,95,85,74kg),308,434,2065,Icon,CB,L\H,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/1183.png?v=22
121,Ruud van Nistelrooy,92,340K,3,3,86,91,74,85,37,82,80kg),125,455,2178,Icon,ST,H\L,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/10264.png?v=22
122,Paolo Maldini,92,1.24M,2,4,82,56,74,68,95,81,83kg),1159,456,2115,Icon,CB,M\H,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/238440.png?v=22
123,Ryan Giggs,92,292K,3,2,90,80,90,91,44,67,71kg),15,462,2220,Icon,LM,H\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/50.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/241.png?v=22
124,Javier Zanetti,92,635K,2,4,86,63,88,85,90,81,74kg),900,493,2312,Icon,RB,H\H,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/1041.png?v=22
125,Dennis Bergkamp,92,589K,4,4,84,91,86,90,37,78,78kg),310,466,2272,Icon,CF,M\M,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/238388.png?v=22
126,Alessandro Nesta,92,428K,2,3,72,42,65,67,94,86,79kg),113,426,1939,Icon,CB,M\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/1088.png?v=22
127,Peter Schmeichel,92,379K,1,3,92,87,88,94,49,90,92kg),45,500,1300,Icon,GK,M\M,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/13.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/238428.png?v=22
128,Hristo Stoichkov,92,1.07M,4,3,92,93,86,92,50,86,73kg),555,499,2407,Icon,ST,M\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/9.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/4833.png?v=22
129,Neymar Jr,92,640K,5,5,91,85,87,95,32,58,68kg),9150,448,2197,Normal,LW,H\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/190871.png?v=22
130,Rivaldo,92,460K,4,2,87,91,88,92,44,78,75kg),118,480,2335,Icon,LW,M\L,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/4231.png?v=22
131,Raúl González Blanco,92,865K,4,4,88,92,82,90,47,75,68kg),671,474,2297,Icon,CF,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/45661.png?v=22
132,Kenny Dalglish,92,2.35M,4,5,90,92,77,90,41,73,73kg),953,463,2271,Icon,ST,H\M,"173cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/42.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/247699.png?v=22
133,Hugo Sánchez,92,765K,3,4,92,93,81,90,44,75,73kg),435,475,2288,Icon,ST,H\M,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/83.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/166149.png?v=22
134,Garrincha,92,987K,5,4,90,86,92,94,41,67,71kg),454,470,2275,Icon,RW,M\L,"169cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/247555.png?v=22
135,Andrea Pirlo,92,495K,5,4,73,80,95,91,71,67,67kg),354,477,2347,Icon,CM,M\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/7763.png?v=22
136,Eden Hazard,92,290K,4,4,92,85,88,95,36,67,74kg),848,463,2217,OTW,LW,H\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/183277.png?v=22
137,Kevin De Bruyne,92,249K,4,5,77,88,93,88,62,80,70kg),1314,488,2335,IF,CM,H\H,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/p67301849.png?v=22
138,Neymar Jr,92,645K,5,5,91,85,87,95,32,58,68kg),757,448,2197,CL,LW,H\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/190871.png?v=22
139,Eden Hazard,92,246K,4,4,92,85,88,95,36,67,74kg),1486,463,2217,IF,LF,H\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/183277.png?v=22
140,Harry Kane,92,120K,3,4,77,94,84,86,50,86,89kg),1472,477,2318,CL TOTT,ST,H\H,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/18.png,https://cdn.futbin.com/content/fifa20/img/players/p134419854.png?v=22
141,Robert Lewandowski,92,144K,4,4,81,93,78,89,44,86,80kg),2052,471,2295,CL TOTT,ST,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/37.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/p151183489.png?v=22
142,Eden Hazard,92,238K,4,4,92,84,87,95,36,67,74kg),254,461,2205,TOTY Nominee,LW,H\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/p134401005.png?v=22
143,Kevin De Bruyne,92,253K,4,5,77,87,93,88,62,79,70kg),98,486,2325,TOTY Nominee,CAM,H\H,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/p117633497.png?v=22
144,Jan Oblak,92,128K,1,3,88,93,79,90,51,91,87kg),389,492,-,TOTY Nominee,GK,M\M,"188cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/44.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/p67309253.png?v=22
145,Mohamed Salah,92,659K,4,3,95,88,86,91,47,78,71kg),1734,485,2297,IF,ST,H\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/111.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/p100872627.png?v=22
146,Luka Modric,92,141.6K,4,4,77,80,92,92,74,69,66kg),189,484,2377,FUTmas SBC,CM,H\H,"172cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/10.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/p117617515.png?v=22
147,Manuel Neuer,92,105.75K,1,4,92,91,95,91,63,92,92kg),2606,524,-,TOTY Flashback SBC,GK,M\M,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/p100830791.png?v=22
148,Virgil van Dijk,92,938K,2,3,79,63,74,74,93,88,92kg),885,471,2197,SIF,CB,M\M,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/p167975536.png?v=22
149,Kylian Mbappé,92,2.3M,5,4,99,90,84,93,42,79,73kg),1644,487,2289,SIF,ST,H\L,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/p151226691.png?v=22
150,João Félix Sequeira,92,1.44M,5,4,90,92,87,92,49,81,70kg),1231,491,2372,Future Stars,ST,H\M,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/p117682956.png?v=22
151,Sergio Agüero,92,641.95K,4,4,86,93,83,92,36,78,70kg),628,468,2271,PL POTM,ST,H\M,"173cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/p167925239.png?v=22
152,Erling Håland,92,1.68M,3,3,94,95,85,90,51,94,87kg),1558,509,2398,Future Stars,ST,H\M,"194cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/36.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/p218342893.png?v=22
153,Lautaro Martínez,92,1.38M,4,4,92,92,82,94,54,94,81kg),2062,508,2376,Future Stars,ST,H\M,"174cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/44.png,https://cdn.futbin.com/content/fifa20/img/players/p134449206.png?v=22
154,Laurent Blanc,92,1.55M,2,3,81,72,71,80,95,89,82kg),133,488,2354,Icon,CB,M\H,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246537.png?v=22
155,Luis Hernández,92,1.26M,4,3,94,95,75,91,49,75,69kg),203,479,2329,Icon,ST,H\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/83.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246510.png?v=22
156,Robert Pirès,92,442K,4,4,93,83,90,91,43,65,74kg),49,465,2262,Icon,LM,H\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246494.png?v=22
157,Alan Shearer,92,500K,2,3,83,98,80,81,53,87,78kg),106,482,2357,Icon,ST,H\M,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246487.png?v=22
158,Patrick Vieira,92,4.18M,3,3,87,83,83,86,93,94,83kg),247,526,2475,Icon,CM,M\H,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246531.png?v=22
159,Michael Laudrup,92,705K,4,4,90,83,91,95,39,65,76kg),1765,463,2249,Icon,CF,H\M,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/13.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246523.png?v=22
160,Emmanuel Petit,92,1.65M,3,3,79,85,83,81,91,91,79kg),397,510,2441,Icon,CDM,H\H,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246506.png?v=22
161,Paul Scholes,92,520K,3,3,75,90,93,84,65,84,71kg),90,491,2410,Icon,CM,H\M,"171cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/112658.png,https://cdn.futbin.com/content/fifa20/img/players/p246486.png?v=22
